ENSDART00000152494	282
ENSDART00000165762	244
ENSDART00000194799	1364
ENSDART00000194139	936
ENSDART00000152251	662
ENSDART00000194827	831
ENSDART00000194988	564
ENSDART00000166256	504
ENSDART00000194519	1302
ENSDART00000152383	920
ENSDART00000133377	402
ENSDART00000194672	176
ENSDART00000194346	679
ENSDART00000152199	329
ENSDART00000194774	1805
ENSDART00000152547	1401
ENSDART00000152162	372
ENSDART00000152525	1232
ENSDART00000192130	1443
ENSDART00000152148	756
ENSDART00000139699	865
ENSDART00000133496	973
ENSDART00000152196	424
ENSDART00000142384	525
ENSDART00000194963	1172
ENSDART00000194788	230
ENSDART00000152408	869
ENSDART00000163201	541
ENSDART00000194595	2408
ENSDART00000165050	859
ENSDART00000169150	257
ENSDART00000157930	776
ENSDART00000170656	535
ENSDART00000194054	309
ENSDART00000172433	1038
ENSDART00000167315	654
ENSDART00000162959	1356
ENSDART00000167925	537
ENSDART00000166364	566
ENSDART00000194606	966
ENSDART00000194077	420
ENSDART00000194796	3604
ENSDART00000194501	4168
ENSDART00000194013	330
ENSDART00000194461	619
ENSDART00000194957	640
ENSDART00000194034	1038
ENSDART00000194301	2449
ENSDART00000194490	3448
ENSDART00000194150	3557
ENSDART00000135012	977
ENSDART00000146033	201
ENSDART00000135263	539
ENSDART00000194972	975
ENSDART00000194184	872
ENSDART00000194104	1591
ENSDART00000194348	1457
ENSDART00000194199	1337
ENSDART00000134641	316
ENSDART00000143157	522
ENSDART00000142561	948
ENSDART00000143303	2221
ENSDART00000152179	827
ENSDART00000113832	2337
ENSDART00000143559	377
ENSDART00000180175	2502
ENSDART00000134618	559
ENSDART00000147025	703
ENSDART00000147651	404
ENSDART00000181354	543
ENSDART00000192082	401
ENSDART00000184866	949
ENSDART00000190049	543
ENSDART00000184750	401
ENSDART00000191858	949
ENSDART00000187225	543
ENSDART00000185299	401
ENSDART00000185122	949
ENSDART00000136206	401
ENSDART00000133226	543
ENSDART00000145941	949
ENSDART00000160680	773
ENSDART00000142281	849
ENSDART00000139364	454
ENSDART00000139672	772
ENSDART00000134609	572
ENSDART00000141020	669
ENSDART00000166974	594
ENSDART00000169362	353
ENSDART00000152506	2291
ENSDART00000152334	1050
ENSDART00000152138	2821
ENSDART00000149075	206
ENSDART00000149632	709
ENSDART00000152730	330
ENSDART00000152275	321
ENSDART00000152484	626
ENSDART00000144085	568
ENSDART00000111548	306
ENSDART00000187742	147
ENSDART00000152716	777
ENSDART00000152176	655
ENSDART00000142382	517
ENSDART00000152663	517
ENSDART00000152343	615
ENSDART00000152416	579
ENSDART00000139807	831
ENSDART00000148229	593
ENSDART00000139915	287
ENSDART00000149401	846
ENSDART00000152552	911
ENSDART00000135926	738
ENSDART00000149792	395
ENSDART00000149388	946
ENSDART00000189000	663
ENSDART00000145950	286
ENSDART00000163284	754
ENSDART00000169929	829
ENSDART00000165950	930
ENSDART00000194127	1038
ENSDART00000194782	978
ENSDART00000150215	552
ENSDART00000194492	943
ENSDART00000194306	621
ENSDART00000194408	1203
ENSDART00000138659	482
ENSDART00000194555	5778
ENSDART00000194215	4754
ENSDART00000194832	3799
ENSDART00000194435	4044
ENSDART00000194274	4653
ENSDART00000194885	3660
ENSDART00000137827	668
ENSDART00000144777	902
ENSDART00000194260	667
ENSDART00000194566	422
ENSDART00000194161	703
ENSDART00000149573	448
ENSDART00000194249	831
ENSDART00000194400	932
ENSDART00000163531	707
ENSDART00000184610	3506
ENSDART00000144863	515
ENSDART00000194012	2057
ENSDART00000194736	2147
ENSDART00000194719	1037
ENSDART00000194600	1076
ENSDART00000150157	784
ENSDART00000149678	923
ENSDART00000142880	876
ENSDART00000133380	858
ENSDART00000150683	1808
ENSDART00000157657	1191
ENSDART00000158696	1164
ENSDART00000152688	650
ENSDART00000132566	398
ENSDART00000194303	1201
ENSDART00000156349	972
ENSDART00000150668	314
ENSDART00000150757	699
ENSDART00000141773	772
ENSDART00000152732	578
ENSDART00000194191	5639
ENSDART00000140716	1115
ENSDART00000137100	501
ENSDART00000150826	688
ENSDART00000167071	284
ENSDART00000157426	869
ENSDART00000167170	1274
ENSDART00000172153	1026
ENSDART00000160642	1360
ENSDART00000159539	1391
ENSDART00000194411	2661
ENSDART00000194881	2536
ENSDART00000194271	390
ENSDART00000194421	1715
ENSDART00000152578	611
ENSDART00000152631	699
ENSDART00000141092	2521
ENSDART00000132717	408
ENSDART00000152640	540
ENSDART00000194244	2047
ENSDART00000194560	1282
ENSDART00000194704	1748
ENSDART00000194029	3217
ENSDART00000194295	1194
ENSDART00000194266	1053
ENSDART00000194041	1060
ENSDART00000194214	1067
ENSDART00000194897	1942
ENSDART00000194506	1852
ENSDART00000138848	874
ENSDART00000170202	455
ENSDART00000163907	606
ENSDART00000136944	593
ENSDART00000170836	891
ENSDART00000158729	321
ENSDART00000168438	585
ENSDART00000194542	2965
ENSDART00000194418	1241
