ENSDART00000164359	1018
ENSDART00000166393	2386
ENSDART00000162928	1561
ENSDART00000169685	1047
ENSDART00000171547	1472
ENSDART00000168091	2207
ENSDART00000168428	2623
ENSDART00000180269	537
ENSDART00000166954	2069
ENSDART00000165650	2737
ENSDART00000165402	2870
ENSDART00000013209	1809
ENSDART00000003463	1702
ENSDART00000124837	2727
ENSDART00000064061	1519
ENSDART00000160221	1200
ENSDART00000018741	1644
ENSDART00000160843	1905
ENSDART00000168760	1086
ENSDART00000160425	1068
ENSDART00000164091	1661
ENSDART00000159237	1021
ENSDART00000188956	297
ENSDART00000060968	1538
ENSDART00000060971	1489
ENSDART00000109529	1998
ENSDART00000003317	1682
ENSDART00000153285	3555
ENSDART00000081743	4056
ENSDART00000092584	1481
ENSDART00000111806	8469
ENSDART00000010092	2637
ENSDART00000141590	538
ENSDART00000098627	2617
ENSDART00000092524	2894
ENSDART00000152173	5496
ENSDART00000192527	1553
ENSDART00000152684	1586
ENSDART00000192494	1071
ENSDART00000031635	750
ENSDART00000144406	3283
ENSDART00000108579	2896
ENSDART00000109415	2809
ENSDART00000144606	1683
ENSDART00000148162	1139
ENSDART00000109083	960
ENSDART00000081945	835
ENSDART00000147610	1167
ENSDART00000020327	1624
ENSDART00000102421	1312
ENSDART00000184473	2702
ENSDART00000179731	949
ENSDART00000060944	1978
ENSDART00000184316	1110
ENSDART00000147633	1261
ENSDART00000166731	924
ENSDART00000146351	480
ENSDART00000147937	487
ENSDART00000004062	1204
ENSDART00000134456	1102
ENSDART00000166786	2217
ENSDART00000170483	2049
ENSDART00000160564	2928
ENSDART00000165894	2736
ENSDART00000161072	2814
ENSDART00000184660	1159
ENSDART00000172235	3048
ENSDART00000170884	2775
ENSDART00000130697	2220
ENSDART00000097626	1060
ENSDART00000176787	759
ENSDART00000048828	3246
ENSDART00000081047	3506
ENSDART00000006449	3232
ENSDART00000103850	3267
ENSDART00000006013	3820
ENSDART00000131675	1242
ENSDART00000122187	816
ENSDART00000165669	1514
ENSDART00000142874	1137
ENSDART00000110331	3026
ENSDART00000041936	1290
ENSDART00000122626	4028
ENSDART00000182153	3485
ENSDART00000164488	3932
ENSDART00000167050	3539
ENSDART00000180074	1175
ENSDART00000098059	1237
ENSDART00000022019	1630
ENSDART00000074923	1400
ENSDART00000124534	5065
ENSDART00000058877	555
ENSDART00000058876	4196
ENSDART00000108919	824
ENSDART00000142944	3696
ENSDART00000143361	2616
ENSDART00000157662	426
ENSDART00000144500	703
ENSDART00000183832	789
ENSDART00000103785	1688
ENSDART00000055779	2240
ENSDART00000152555	662
ENSDART00000103795	1790
ENSDART00000126093	2021
ENSDART00000157572	1635
ENSDART00000163793	3890
ENSDART00000052423	2297
ENSDART00000188453	960
ENSDART00000103724	5436
ENSDART00000040204	1616
ENSDART00000055047	1643
ENSDART00000114035	1152
ENSDART00000040368	1031
ENSDART00000022307	2477
ENSDART00000103755	8522
ENSDART00000109756	1607
ENSDART00000150863	5278
ENSDART00000166779	410
ENSDART00000168117	3599
ENSDART00000092324	2950
ENSDART00000179970	2939
ENSDART00000037036	2406
ENSDART00000188295	4856
ENSDART00000024358	1149
ENSDART00000126468	936
ENSDART00000092277	2195
ENSDART00000108816	1887
ENSDART00000127329	2932
ENSDART00000183870	2185
ENSDART00000109356	2960
ENSDART00000147638	950
ENSDART00000144641	1027
ENSDART00000103701	2322
ENSDART00000138919	767
ENSDART00000182953	3643
ENSDART00000092114	4596
ENSDART00000016139	2198
ENSDART00000015732	1158
ENSDART00000101586	996
ENSDART00000184465	1087
ENSDART00000146682	951
ENSDART00000054925	1142
ENSDART00000140189	849
ENSDART00000103588	2646
ENSDART00000110696	1968
ENSDART00000009315	1966
ENSDART00000085203	1364
ENSDART00000013264	1861
ENSDART00000190070	1576
ENSDART00000110154	3629
ENSDART00000167126	4032
ENSDART00000177068	708
ENSDART00000188909	5092
ENSDART00000185901	1872
ENSDART00000177051	3813
ENSDART00000143881	1418
ENSDART00000161938	6455
ENSDART00000112160	1914
ENSDART00000091508	5881
ENSDART00000136654	3206
ENSDART00000168631	4788
ENSDART00000138435	841
ENSDART00000121823	3497
ENSDART00000143547	7128
ENSDART00000183730	438
ENSDART00000184518	498
ENSDART00000091683	1556
ENSDART00000121439	1827
ENSDART00000103626	2981
ENSDART00000021504	3662
ENSDART00000054981	2672
ENSDART00000114613	2344
ENSDART00000161791	2526
ENSDART00000152367	1791
ENSDART00000103644	2626
ENSDART00000193041	1215
ENSDART00000054987	1788
ENSDART00000141407	924
ENSDART00000054989	3781
ENSDART00000152153	2918
ENSDART00000025604	1906
ENSDART00000137900	5416
ENSDART00000103652	7364
ENSDART00000136198	964
ENSDART00000148182	647
ENSDART00000122568	2457
ENSDART00000006211	2481
ENSDART00000137211	1155
ENSDART00000184194	177
ENSDART00000055023	1721
ENSDART00000163624	3789
ENSDART00000081337	787
ENSDART00000081343	2538
ENSDART00000192174	2622
ENSDART00000092058	3240
ENSDART00000182771	1051
ENSDART00000190360	284
ENSDART00000147277	573
ENSDART00000135219	515
ENSDART00000055011	1696
ENSDART00000114876	1357
ENSDART00000055009	1902
ENSDART00000137821	3808
ENSDART00000157814	1804
ENSDART00000110790	4821
ENSDART00000111131	4282
ENSDART00000164079	765
ENSDART00000166601	1801
ENSDART00000121490	1801
ENSDART00000161164	2005
ENSDART00000126877	1915
ENSDART00000123773	2279
ENSDART00000016750	1831
ENSDART00000127735	1827
ENSDART00000080323	2328
ENSDART00000126996	2052
ENSDART00000160474	2161
ENSDART00000147904	4042
ENSDART00000054848	1394
ENSDART00000138630	1726
ENSDART00000054843	1769
ENSDART00000138726	2334
ENSDART00000005895	1845
ENSDART00000183003	3362
ENSDART00000143719	680
ENSDART00000110749	770
ENSDART00000162675	2587
ENSDART00000113551	2877
ENSDART00000190227	2591
ENSDART00000125358	1519
ENSDART00000054835	1556
ENSDART00000011701	1835
ENSDART00000135522	2469
ENSDART00000033118	2366
ENSDART00000190194	3647
ENSDART00000168473	2398
ENSDART00000181437	1305
ENSDART00000110698	2079
ENSDART00000187740	2257
ENSDART00000152424	1563
ENSDART00000043881	1713
ENSDART00000029774	1217
ENSDART00000109141	930
ENSDART00000132076	1326
ENSDART00000103535	1314
ENSDART00000046283	2385
ENSDART00000040116	1659
ENSDART00000179237	3923
ENSDART00000186876	3991
ENSDART00000040502	3222
ENSDART00000140495	2395
ENSDART00000131294	3438
ENSDART00000103550	2291
ENSDART00000188958	3877
ENSDART00000164541	2265
ENSDART00000190904	3785
ENSDART00000054879	905
ENSDART00000027050	1884
ENSDART00000139749	2633
ENSDART00000167452	1311
ENSDART00000009886	2163
ENSDART00000102903	11030
ENSDART00000170290	11360
ENSDART00000109858	1124
ENSDART00000091205	5871
ENSDART00000162060	1073
ENSDART00000134588	1212
ENSDART00000054787	1246
ENSDART00000090689	2629
ENSDART00000111041	2004
ENSDART00000147623	3125
ENSDART00000033361	6346
ENSDART00000163971	3494
ENSDART00000123431	2763
ENSDART00000166981	2233
ENSDART00000193419	1060
ENSDART00000066638	2576
ENSDART00000159981	7227
ENSDART00000103399	2069
ENSDART00000080100	5628
ENSDART00000152479	290
ENSDART00000103403	1749
ENSDART00000137697	1445
ENSDART00000103406	1599
ENSDART00000152392	2181
ENSDART00000055566	1793
ENSDART00000164817	1125
ENSDART00000015251	3119
ENSDART00000126020	304
ENSDART00000162146	645
ENSDART00000142081	2423
ENSDART00000090380	4826
ENSDART00000040307	3736
ENSDART00000111485	1266
ENSDART00000139336	1632
ENSDART00000137463	1610
ENSDART00000142122	1846
ENSDART00000003825	1524
ENSDART00000158595	3669
ENSDART00000164045	2247
ENSDART00000067086	1383
ENSDART00000144920	754
ENSDART00000067082	1338
ENSDART00000138759	992
ENSDART00000079782	2060
ENSDART00000146067	2635
ENSDART00000138622	968
ENSDART00000184296	3917
ENSDART00000008127	1112
ENSDART00000180121	3566
ENSDART00000189465	2994
ENSDART00000170314	1020
ENSDART00000127838	5254
ENSDART00000193663	4420
ENSDART00000111026	1353
ENSDART00000011414	2814
ENSDART00000103383	2727
ENSDART00000191046	2364
ENSDART00000079716	1841
ENSDART00000021693	14544
ENSDART00000044896	1665
ENSDART00000040049	2216
ENSDART00000161996	716
ENSDART00000079359	528
ENSDART00000017679	2428
ENSDART00000090025	2833
ENSDART00000064468	2226
ENSDART00000103346	3192
ENSDART00000030083	1909
ENSDART00000184641	1525
ENSDART00000123895	908
ENSDART00000024328	2615
ENSDART00000005067	5139
ENSDART00000114097	7838
ENSDART00000190599	5015
ENSDART00000180678	6710
ENSDART00000192194	1269
ENSDART00000193331	1462
ENSDART00000111475	7522
ENSDART00000188410	2143
ENSDART00000121868	1231
ENSDART00000189206	1205
ENSDART00000181639	937
ENSDART00000109911	6059
ENSDART00000033018	2647
ENSDART00000109970	3702
ENSDART00000177122	1373
ENSDART00000160270	1135
ENSDART00000122503	903
ENSDART00000013024	1107
ENSDART00000113266	4006
ENSDART00000189245	1574
ENSDART00000078675	2002
ENSDART00000169081	2418
ENSDART00000048855	2615
ENSDART00000187067	4174
ENSDART00000149026	6836
ENSDART00000164899	6057
ENSDART00000040434	1726
ENSDART00000079001	1154
ENSDART00000178599	2707
ENSDART00000145068	16375
ENSDART00000005593	2918
ENSDART00000125125	2925
ENSDART00000039917	4370
ENSDART00000078889	951
ENSDART00000043484	1375
ENSDART00000030665	1434
ENSDART00000181078	1815
ENSDART00000146258	2033
ENSDART00000103236	1076
ENSDART00000078848	1636
ENSDART00000148322	1835
ENSDART00000122670	1802
ENSDART00000193160	147
ENSDART00000133027	1435
ENSDART00000018238	1504
ENSDART00000041215	4005
ENSDART00000013021	3161
ENSDART00000089480	2486
ENSDART00000188234	399
ENSDART00000054674	1806
ENSDART00000089442	2455
ENSDART00000082063	2234
ENSDART00000014916	3250
ENSDART00000193094	6162
ENSDART00000188146	6261
ENSDART00000191493	3555
ENSDART00000020970	3437
ENSDART00000142026	469
ENSDART00000078610	1355
ENSDART00000109294	783
ENSDART00000146410	1034
ENSDART00000139241	2825
ENSDART00000184180	1986
ENSDART00000193777	1416
ENSDART00000132379	3454
ENSDART00000141795	872
ENSDART00000002886	1393
ENSDART00000114514	2562
ENSDART00000162949	5805
ENSDART00000170680	4548
ENSDART00000127145	1140
ENSDART00000131579	6806
ENSDART00000143663	957
ENSDART00000129970	3993
ENSDART00000078594	1969
ENSDART00000135552	7222
ENSDART00000089025	2087
ENSDART00000133959	3297
ENSDART00000012552	2947
ENSDART00000181888	2960
ENSDART00000044030	2903
ENSDART00000103091	950
ENSDART00000103089	887
ENSDART00000109416	4073
ENSDART00000088949	6368
ENSDART00000111555	3029
ENSDART00000141579	3182
ENSDART00000054574	1399
ENSDART00000054575	1635
ENSDART00000148219	867
ENSDART00000129853	748
ENSDART00000054581	1512
ENSDART00000131206	992
ENSDART00000005733	2101
ENSDART00000138276	2744
ENSDART00000132958	1276
ENSDART00000147502	2454
ENSDART00000111454	3427
ENSDART00000186107	3063
ENSDART00000158344	3326
ENSDART00000161573	2097
ENSDART00000102993	1714
ENSDART00000088653	2451
ENSDART00000185931	2777
ENSDART00000146084	3481
ENSDART00000124770	5298
ENSDART00000132440	459
ENSDART00000148518	1322
ENSDART00000102969	2459
ENSDART00000166479	1164
ENSDART00000182810	3975
ENSDART00000054472	4633
ENSDART00000078271	5597
ENSDART00000078277	1598
ENSDART00000136556	688
ENSDART00000088545	2612
ENSDART00000188893	8309
ENSDART00000087670	8333
ENSDART00000146630	4729
ENSDART00000141077	5029
ENSDART00000193900	1485
ENSDART00000142109	1385
ENSDART00000054442	909
ENSDART00000145661	316
ENSDART00000054440	2139
ENSDART00000102782	3334
ENSDART00000102790	2421
ENSDART00000193518	2574
ENSDART00000183376	390
ENSDART00000183873	324
ENSDART00000182798	4119
ENSDART00000131257	4352
ENSDART00000049572	4462
ENSDART00000006147	1960
ENSDART00000129066	3393
ENSDART00000137138	566
ENSDART00000132602	1675
ENSDART00000054395	1188
ENSDART00000047728	2571
ENSDART00000087729	5044
ENSDART00000054388	12492
ENSDART00000176849	1530
ENSDART00000074678	2128
ENSDART00000147193	1173
ENSDART00000031546	1937
ENSDART00000190987	4807
ENSDART00000187834	6422
ENSDART00000036797	1490
ENSDART00000019698	1881
ENSDART00000161874	963
ENSDART00000128918	866
ENSDART00000168171	1334
ENSDART00000076766	1285
ENSDART00000017413	1534
ENSDART00000134719	3885
ENSDART00000158915	2556
ENSDART00000086867	4027
ENSDART00000043556	4581
ENSDART00000185307	147
ENSDART00000193925	5798
ENSDART00000054386	1025
ENSDART00000138235	894
ENSDART00000016488	1287
ENSDART00000139412	918
ENSDART00000171848	4251
ENSDART00000190858	4647
ENSDART00000086797	4629
