genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000001	1	533	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000003	1	2247	FL_TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000003	1	2247	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000008	1	1481	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000017	1	1008	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000021	1	2184	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000025	1	1745	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000029	1	2312	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000031	1	2037	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000035	1	1031	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000037	1	1642	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000040	1	1844	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000043	1	2880	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000047	1	1636	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000051	1	1149	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000053	1	995	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000056	1	2621	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000061	1	1533	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000063	1	2471	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000065	1	1624	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000067	1	954	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000069	1	819	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000071	1	1330	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000077	1	1220	FL_TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000077	1	1220	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000079	1	402	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000081	1	451	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000083	1	1056	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000085	1	1164	TMs
genRes	preCap	0+	postZGA	PacBio_Pre_0+_postZGA.NAM_TM_000000000089	1	1136	TMs
